sentence,score 
"I'm going to have to say that a ""Socionics Institute"" is not going to cut it as a reliable source for notability. Can you come up with a third party?",0.012751135
"... but when you do things like <url>, I start distancing myself. What made you come to that decision if you did differently on the <url> and <url>?",-0.914104131
Interesting; I thought I was fairly familiar with Wikipedia rules. Which rules exactly did I violate by closing an AfD (allegedly) without reading the underlying article?,-0.393094891
"No problem, done. What's your connection to Casey?",0.436724225
Out of interest (I might check) .. do you know how the Australian Bureau of statitics classes/categories Australian Aborigines/ Aboriginal Australians??,0.47587859
"What can you say about <url>, some of them are marked as stubs. Is it correct?",-0.048244294
"FYI, it appears a ""campaign"" has begun where people are signing up to Wikipedia for the purpose of saying ""Keep"" on the James Girvin AfD page (<url>). This is the first time I'm seeing such a movement, if you wish to call it that... :) Have you seen something like this in the past?",0.195746093
"You speedily deleted a JPatrickBedell redirect with R3, but there's a number of reliable sources that mention it. Can I repost the redirect, or if controversial, where would the discussion be?",-0.316317818
"I'm going to walk you through this one very simply. Let's start here: Is there currently, or has there ever been a cartoon broadcast on television by the name of the Breakfast Monkey?",-0.821330388
"I read the diff upside down or something... Glad someone is keeping an eye on me :) I'm mainly doing stuff over here <url> these days, what are you up to currently? Still concentrating on the Ui Imair?",0.637607886
Problem isn't too hard; I'm taking care of it. Had you discovered <person>?,-0.326753019
I noticed you added the Arabic for <url>'s name. Do you know the <url>?,0.003880998
Thank you very much for your kind comments but I don't recall if or when I made these contributions. Are you sure it was me?,1.47009531
"Regarding your SM questions, I honestly don't think a great deal of thought was put into the anime adaptation. As for Viluy, I see a theme with the Witches 5's names and I don't see a reason that Viluy should deviate; maybe the stone is named for the deity?",0.154169049
Is this really notable? Time for an AfD nom?,-0.868742342
I'm not sure I understand what this has to do with what I said. Could you restate?,0.379940775
Why you undid mi edition????,-0.713942887
"Who plays white? In X vs. Y, is X white?",-0.301321009
"Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?",0.279151627
"I aggree... river name then ""River"". Do you think that since it's a list of rivers in China we should use the Chinese name and the international norm name too?",0.710837398
Reason I suggested Wyatt's less powerful than his mom and aunts is because it was said on numerous occasions during the series' run that no other witch would ever be more powerful than them. You hear something else?,-0.322004251
"Should the ""accessdate"" for the articles you found (thanks for that!) be 200''7''?",0.734407769
"<person> I've moved contents of <url> to <url>, but keeping intial desciption of this specific disorder. It leaves though <url> looking very bare - can you word it up using teh eMedicine and DermNZ links already provided ?",0.130774012
"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",1.236243119
I note the copyvio tag you placed on <url>. How do readers compare the content at the source you specified with the content of the article text you removed?,-0.341940616
"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?",-0.366082984
"""Get Up"" was released in Canada??",-0.510302229
"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",-1.192100867
"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",-1.780212351
