Utterance,politeness,language,__index_level_0__,split
"On inspection, the archives are a mess. Suggest moving to autoarchiving. This would presumably mean reomving the existing archive structure and an initial very long archive - everything up to the archive date.",-1.0,english,1025,train
"The current version of this article is greatly improved here. I have great appreciation for Spacepotato's efforts in correction some glaring mistakes and investigating various references. However, I have grave concerns with the use of terms for double stars and binary stars - especially the distinction of the two.",1.333333333333333,english,1026,train
"According to a 2020 analysis, having a responsive design is an absolute must. hightechdevs com www.hightechdevs com Responsivity (meaning viewable on any device) might be the largest implementation you should use in 2020. Whether you look at a website on a laptop, desktop, iPad, iPhone, etc. the design of the website NEEDS to be able to be seen and clear on what the point is.",1.0,english,1027,train
"Certainly I'm against jargon too. I don't see the term non-book materials in the article at all, nor do I think it needs to be there. I do think the lead should be clear in concept that libraries can include books and non-books.",0.0,english,1028,train
"I think we have discussed the matter enough at Elonka's experiment page (see archive of discussion). I insist on the opinion that use of map of divided Hungary is not proportionate to the importance of controversy, it is just one of many surrounding Slovak National Party.",-0.6666666666666667,english,1029,train
"I have done a lot of editing on Wikipedia, which I love, but keep reaching a dead end with other editors over what I think is best classed as a matter of semantics. The latest is on Evolution where I find an example, yet again, of what I might call 'semantic hi-jacking' or 'misappropriation of a higher category as one that it includes'.",0.0,english,1030,train
I recall reading some time ago that certain insect eyes have a natural AR coating that works completely differently to the types described in the article. It was a type of nanostructure involving pillars of material on the surface. Scientists were studying the structure with an eye to using it for engineered coatings.,0.33333333333333304,english,1031,train
"I don't have access to the article right now (I should later in the week). Was it a narrative review or a systematic review? It seems to me that there are subsequent reviews that warrant as much or more coverage, like Kulier et al.",1.333333333333333,english,1032,train
This article should be much longer than this! There is so much to write about. Too bad I don't write that good.,-1.6666666666666667,english,1033,train
"Occurred 5000 years ago where mankind was in a massive war with alien intelligent life-forms. Instead of completely eliminating all of mankind, the aliens contact a human woman who betrays them in a desperate attempt to save her loved ones. This betrayal confines mankind to a contained world known as Dust Bin This reads as if the human woman had betrayed the aliens.",0.0,english,1034,train
"You are a sockpuppet of User: Tajik, see your blocks and tell us how many times you were blocked and for what you have been blocked. As for me, I already made it clear to everyone that I'm just using this one account.",-1.3333333333333335,english,1035,train
